pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,st_teff,st_rad,discoverymethod,disc_year,ra,dec,sy_dist
"Kepler-20 b","Kepler-20",1.77300000,3.69610490000,0.0456500000,5495.00,0.916400,"Transit",2011,287.6979913,42.3385782,282.56300000
"TOI-1117 d","TOI-1117",3.27000000,8.66500000000,0.0817000000,5635.00,1.050000,"Radial Velocity",2025,273.6020606,-66.4199742,167.59800000
"TIC 88785435 b","TIC 88785435",5.03000000,10.50884300000,0.0843200000,3998.00,0.911000,"Transit",2025,224.2838576,-30.8800273,122.38600000
"Kepler-1229 b","Kepler-1229",1.40000000,86.82898900000,0.3006000000,3784.00,0.510000,"Transit",2016,297.4868347,46.9966782,265.48200000
"Kepler-1837 b","Kepler-1837",2.06673842,5.90608978300,0.0650000000,5966.00,0.961000,"Transit",2021,288.2076012,45.6834463,1229.18000000
"Kepler-406 b","Kepler-406",1.43000000,2.42629000000,0.0359900000,5538.00,1.070000,"Transit",2014,291.8481764,44.9682807,364.03000000
"Kepler-1855 b","Kepler-1855",1.21620500,0.72733098300,0.0115000000,3460.00,0.356000,"Transit",2021,283.4018628,41.5161554,
"Kepler-446 b","Kepler-446",1.50000000,1.56540900000,0.0182000000,3359.00,0.240000,"Transit",2015,282.2501047,44.9210020,96.33900000
"Kepler-231 b","Kepler-231",1.73000000,10.06527500000,0.0740000000,3767.00,0.490000,"Transit",2014,293.9733913,50.5318460,316.61800000
"Kepler-1232 b","Kepler-1232",1.93000000,26.78391830000,0.1654500000,5471.00,0.890000,"Transit",2016,296.5500966,49.1023070,632.86500000
"Kepler-1168 b","Kepler-1168",2.50000000,55.82265390000,0.2663000000,5157.00,0.820000,"Transit",2016,287.2977834,47.4554880,752.66600000
"Kepler-1680 b","Kepler-1680",1.35954736,8.77424000000,0.0764200000,5021.00,0.723259,"Transit",2020,297.0746571,39.9338893,310.31500000
"Kepler-1831 b","Kepler-1831",1.97019818,5.78387022000,0.0655000000,6063.00,1.012000,"Transit",2021,295.3024604,49.5890456,1053.49000000
"Kepler-201 c","Kepler-201",2.85000000,151.88405800000,0.5730000000,6065.00,1.229000,"Transit",2014,293.6260590,41.2728004,636.44500000
"HD 224018 d","HD 224018",2.40000000,138.07310000000,0.5300000000,5784.00,1.147000,"Transit",2025,358.6390056,-4.7233362,105.48000000
"Kepler-1785 b","Kepler-1785",2.70422447,19.58550072000,0.1391700000,5618.00,0.996000,"Transit",2021,295.7921797,47.6000699,745.74000000
"Kepler-1152 b","Kepler-1152",0.87000000,1.64680190800,0.0223000000,3964.00,0.530000,"Transit",2016,290.4341483,44.1077802,215.23300000
"Kepler-175 c","Kepler-175",3.10000000,34.03525700000,0.2130000000,6064.00,1.010000,"Transit",2014,289.5532320,43.8761160,1312.34000000
"Kepler-1296 b","Kepler-1296",0.91000000,8.38398650000,0.0896000000,5359.00,0.830000,"Transit",2016,292.1251038,41.4077928,1551.54000000
"Kepler-1345 b","Kepler-1345",2.36000000,44.61695570000,0.2641200000,6449.00,1.550000,"Transit",2016,292.4779428,46.0228210,1355.02000000
"Kepler-1798 b","Kepler-1798",2.30911251,16.85589981000,0.1082000000,3967.00,0.587000,"Transit",2021,291.7262251,37.5289680,395.19600000
"Kepler-1187 b","Kepler-1187",2.61000000,18.87064068000,0.1401000000,5975.00,1.090000,"Transit",2016,286.8919996,38.3185034,1020.53000000
"Kepler-430 b","Kepler-430",3.25000000,35.96800000000,0.2244000000,5884.00,1.485000,"Transit",2015,292.8085984,49.5794242,917.47700000
"Kepler-385 c","Kepler-385",3.04000000,15.16316100000,0.1270000000,6326.00,1.126000,"Transit",2014,294.3385109,50.3365178,1432.61000000
"Kepler-1716 b","Kepler-1716",2.42476850,35.58100128000,0.1883600000,4894.00,0.684000,"Transit",2021,297.2717207,43.3330644,195.43900000
"Kepler-1113 b","Kepler-1113",2.81000000,42.30049540000,0.2415000000,5931.00,1.170000,"Transit",2016,289.4066969,39.3388130,1073.88000000
"Kepler-60 b","Kepler-60",1.71000000,7.13340000000,0.0725500000,5905.00,1.257000,"Transit",2012,288.9612535,42.2650472,1025.10000000
"Kepler-104 d","Kepler-104",3.58000000,51.75539400000,0.2570000000,5711.00,1.349000,"Transit",2014,287.6046621,42.1665104,400.78500000
"Kepler-100 b","Kepler-100",1.34000000,6.88734000000,0.0730900000,5837.00,1.510000,"Transit",2014,291.3861294,41.9901394,304.64500000
"Kepler-1190 b","Kepler-1190",1.33000000,10.45843441000,0.0845000000,4730.00,0.720000,"Transit",2016,284.9996582,49.4799506,342.50900000
"Kepler-1823 b","Kepler-1823",2.08612680,21.10339928000,0.1533200000,6000.00,1.126000,"Transit",2021,283.7547770,45.3351250,724.97100000
"Kepler-1833 b","Kepler-1833",1.30027362,6.89212989800,0.0754500000,6164.00,1.446000,"Transit",2021,290.8714239,45.4102813,591.60200000
"Kepler-1211 b","Kepler-1211",2.55000000,11.01816836000,0.0976300000,5705.00,0.940000,"Transit",2016,285.7207618,40.8569116,1826.53000000
"Kepler-1685 b","Kepler-1685",2.57673985,20.49050000000,0.1485000000,5484.00,0.835451,"Transit",2020,296.1882618,43.9368118,1141.89000000
"Kepler-182 b","Kepler-182",2.58000000,9.82579200000,0.0960000000,6250.00,1.146000,"Transit",2014,289.8301128,50.5862025,1549.09000000
"Kepler-514 b","Kepler-514",1.72000000,5.65179605000,0.0655900000,6106.00,1.440000,"Transit",2016,286.2471739,50.2423694,455.33600000
"Kepler-515 b","Kepler-515",1.46000000,19.96371318000,0.1333000000,5293.00,0.830000,"Transit",2016,290.4939130,52.0556110,255.00000000
"Kepler-1143 b","Kepler-1143",1.67000000,2.88890484900,0.0371000000,5053.00,0.770000,"Transit",2016,287.3027720,39.2896399,555.18900000
"Kepler-110 c","Kepler-110",2.21000000,31.71977500000,0.1980000000,5960.00,1.149000,"Transit",2014,292.9291693,48.6028303,586.53100000
"Kepler-1088 b","Kepler-1088",1.42000000,23.12748644000,0.1616300000,5975.00,1.080000,"Transit",2016,281.5614578,42.4504087,280.62900000
"Kepler-1859 b","Kepler-1859",1.58313575,2.72959995300,0.0394000000,5887.00,1.235000,"Transit",2021,293.9886751,46.7179996,1331.25000000
"Kepler-450 b","Kepler-450",6.14000000,28.45485100000,0.2009200000,6197.21,1.641620,"Transit",2015,295.4865821,51.0135237,455.98200000
"Kepler-362 c","Kepler-362",1.45000000,37.86628100000,0.2070000000,5788.00,0.722000,"Transit",2014,291.7716030,47.5299192,1090.51000000
"Kepler-1145 b","Kepler-1145",1.40000000,3.97076766000,0.0443000000,5064.00,0.750000,"Transit",2016,295.3081524,43.0444026,691.96100000
"Kepler-1242 b","Kepler-1242",2.26000000,13.62798432000,0.1039000000,4895.00,0.740000,"Transit",2016,284.6062174,41.1963440,687.61500000
"KOI-2513.01","KOI-2513",2.80224517,19.00547000000,0.5000000000,5900.00,1.200000,"Transit",2023,293.6688776,46.3792321,1369.87000000
"Kepler-1302 b","Kepler-1302",1.43000000,8.83922659000,0.0795000000,5236.00,0.820000,"Transit",2016,290.9892462,50.3080640,634.58000000
"Kepler-401 b","Kepler-401",1.71000000,14.38303500000,0.1220000000,6117.00,1.333000,"Transit",2014,290.0827494,50.8634361,965.56000000
"Kepler-1876 b","Kepler-1876",0.85300000,6.99205000000,0.0758000000,6104.00,1.477000,"Transit",2021,299.1604859,41.1437964,259.93500000
"Kepler-1691 b","Kepler-1691",1.83470985,3.84820000000,0.0495000000,6000.00,1.131520,"Transit",2020,286.2543962,41.0218373,1267.67000000
"Kepler-1193 b","Kepler-1193",1.32000000,2.83265213400,0.0400400000,5908.00,1.210000,"Transit",2016,288.1447323,51.2756446,802.11600000
"Kepler-144 c","Kepler-144",1.35000000,10.10466500000,0.0940000000,6075.00,1.235000,"Transit",2014,281.9156128,42.7755535,384.91700000
"Kepler-519 b","Kepler-519",2.10000000,24.30789460000,0.1593200000,5260.00,0.800000,"Transit",2016,299.3196708,41.3847447,246.61000000
"Kepler-167 d","Kepler-167",1.23800000,21.80379000000,0.1404000000,4884.00,0.749000,"Transit",2016,292.6585253,38.3455558,341.90800000
"Kepler-395 c","Kepler-395",1.32000000,34.98926200000,0.1770000000,4262.00,0.556000,"Transit",2014,293.5111889,45.1366252,421.38200000
"Kepler-206 b","Kepler-206",1.20000000,7.78198700000,0.0780000000,5764.00,1.185000,"Transit",2014,291.6346564,41.8338415,594.44700000
"Kepler-1091 b","Kepler-1091",1.46000000,1.43474156400,0.0252000000,5851.00,1.030000,"Transit",2016,299.7854426,43.6707235,914.29900000
"Kepler-380 b","Kepler-380",1.19000000,3.93082100000,0.0500000000,6045.00,1.224000,"Transit",2014,282.3947017,48.7591334,813.71300000
"Kepler-1267 b","Kepler-1267",3.01000000,13.03139450000,0.1057000000,6096.00,1.200000,"Transit",2016,299.1695093,43.4410533,1379.43000000
"Kepler-1282 b","Kepler-1282",1.55000000,2.13194651300,0.0335000000,5504.00,0.890000,"Transit",2016,290.1761688,46.6983036,1103.29000000
"Kepler-1353 b","Kepler-1353",1.80000000,24.75439660000,0.1530000000,4776.00,0.720000,"Transit",2016,295.7353911,42.5762317,593.38400000
"Kepler-116 c","Kepler-116",2.30000000,13.07163000000,0.1160000000,6142.00,1.454000,"Transit",2014,294.7420605,43.5367842,955.16800000
"Kepler-145 b","Kepler-145",2.65000000,22.95100000000,0.1730800000,6022.00,1.850000,"Transit",2013,291.3877397,44.5290465,566.85000000
"Kepler-619 d","Kepler-619",4.17000000,11.67894236000,0.1021000000,6122.00,0.964000,"Transit",2023,290.8490899,48.4159782,900.67800000
"Kepler-403 b","Kepler-403",1.25000000,7.03146200000,0.0760000000,6090.00,1.329000,"Transit",2014,289.9214256,46.7445267,840.26900000
"Kepler-957 b","Kepler-957",5.50000000,5.90741353700,0.0559000000,4963.00,0.750000,"Transit",2016,290.1563633,48.8189710,824.68800000
"Kepler-85 b","Kepler-85",1.77800000,8.30000000000,0.0788500000,5505.20,0.875000,"Transit",2012,290.9734395,45.2902761,765.02500000
"Kepler-36 c","Kepler-36",3.67900000,16.21865000000,0.1269200000,5979.00,1.634000,"Transit",2012,291.2501859,49.2318073,527.95600000
"Kepler-510 b","Kepler-510",2.47000000,19.55659418000,0.1352000000,5746.00,1.410000,"Transit",2016,287.6550196,39.2441716,386.17700000
"Kepler-1250 b","Kepler-1250",1.92000000,2.60754383400,0.0393000000,5717.00,0.980000,"Transit",2016,287.7938184,45.9802492,2126.85000000
"Kepler-51 d","Kepler-51",9.70000000,130.19400000000,0.5090000000,6018.00,0.940000,"Transit",2014,296.4797624,49.9376486,783.83100000
"Kepler-45 b","Kepler-45",10.76000000,2.45523900000,0.0300000000,3820.00,0.550000,"Transit",2011,292.8729292,41.0641727,381.94900000
"Kepler-285 c","Kepler-285",1.12000000,6.18667600000,0.0640000000,5411.00,0.808000,"Transit",2014,291.3908469,48.0655392,824.31000000
"Kepler-161 c","Kepler-161",2.05000000,7.06424000000,0.0680000000,5078.00,0.806000,"Transit",2014,290.5164698,43.0838642,434.63200000
"KOI-134 b","KOI-134",12.03844527,67.12770000000,0.3630000000,6160.00,1.667000,"Transit",2025,295.5865980,45.3649371,1159.21000000
"Kepler-187 b","Kepler-187",1.41000000,4.93886400000,0.0590000000,6105.00,1.287000,"Transit",2014,299.7964955,44.0892448,1143.00000000
"Kepler-1880 b","Kepler-1880",2.11686218,6.30921983700,0.0540000000,4380.00,0.530000,"Transit",2021,287.8264561,40.6965988,611.04100000
"Kepler-367 b","Kepler-367",1.30000000,37.81572400000,0.2010000000,4710.00,0.695000,"Transit",2014,297.2925580,49.9817499,188.02700000
"Kepler-384 b","Kepler-384",1.12000000,22.59705300000,0.1480000000,5577.00,0.882000,"Transit",2014,286.0261113,44.7828571,895.67800000
"Kepler-1842 b","Kepler-1842",2.35388681,14.02639961000,0.1160000000,5970.00,1.131000,"Transit",2021,286.2516039,42.3784353,923.55100000
"Kepler-172 d","Kepler-172",2.25000000,14.62711900000,0.1180000000,5526.00,1.085000,"Transit",2014,283.3684093,41.8218390,828.59200000
"Kepler-1272 b","Kepler-1272",2.37000000,51.13097040000,0.2705000000,5926.00,1.090000,"Transit",2016,285.2197605,38.8058393,1206.37000000
"Kepler-1994 b","Kepler-1994",0.51000000,4.61225043000,0.0530000000,5495.00,0.961000,"Transit",2023,297.1487941,46.2969247,241.99100000
"Kepler-1312 b","Kepler-1312",2.10000000,5.44832528600,0.0605300000,5719.00,0.920000,"Transit",2016,292.9712801,41.0357494,299.10400000
"Kepler-1336 b","Kepler-1336",1.98000000,23.19868100000,0.1584500000,5512.00,1.300000,"Transit",2016,296.2776587,46.8998006,1126.64000000
"Kepler-1829 b","Kepler-1829",2.47887001,5.18671989400,0.0559000000,5230.00,0.777000,"Transit",2021,288.6644840,51.4983798,679.92100000
"Kepler-1313 b","Kepler-1313",1.76000000,3.83309117800,0.0461900000,5453.00,0.850000,"Transit",2016,292.3885820,42.2332767,174.23400000
"Kepler-114 d","Kepler-114",2.53000000,11.77600000000,0.0835800000,4660.00,0.540000,"Transit",2013,294.1214820,48.3497977,259.53300000
"Kepler-293 c","Kepler-293",3.83000000,54.15574300000,0.2860000000,5804.00,0.957000,"Transit",2014,286.3580611,42.4064917,974.63300000
"Kepler-370 c","Kepler-370",1.91000000,19.02293000000,0.1400000000,5852.00,0.900000,"Transit",2014,292.1710683,40.9162381,1167.94000000
"Kepler-1142 b","Kepler-1142",1.47000000,18.30272480000,0.1343000000,5685.00,0.960000,"Transit",2016,292.7144796,44.0822816,1273.51000000
"Kepler-1808 b","Kepler-1808",3.02511302,23.34040070000,0.1467000000,5530.00,0.892000,"Transit",2021,287.2924737,39.3832039,1022.01000000
"Kepler-1682 b","Kepler-1682",2.88940836,14.83340000000,0.1134000000,5619.12,0.842301,"Transit",2020,293.9835827,39.5728474,1159.85000000
"Kepler-1811 b","Kepler-1811",3.84829873,76.42230225000,0.3462000000,5561.00,1.190000,"Transit",2021,289.9793241,40.1427848,1390.56000000
"Kepler-1885 b","Kepler-1885",1.51110555,2.52255988100,0.0360000000,5591.00,0.860000,"Transit",2021,288.7507112,47.4909206,818.48200000
"Kepler-349 c","Kepler-349",1.96000000,12.24762900000,0.1050000000,5956.00,0.927000,"Transit",2014,293.6764689,44.6155972,940.72400000
"Kepler-1155 b","Kepler-1155",2.03000000,33.46974300000,0.2006000000,5842.00,1.030000,"Transit",2016,288.8206058,39.5228712,1128.72000000
"Kepler-481 b","Kepler-481",2.50000000,10.06082567000,0.0892600000,5802.00,1.090000,"Transit",2016,291.9069862,49.2620760,813.72400000
"Kepler-1162 b","Kepler-1162",2.21000000,32.56370690000,0.1900000000,5390.00,0.840000,"Transit",2016,283.2920273,45.4339813,940.21100000
"Kepler-1163 b","Kepler-1163",1.03000000,6.11786898000,0.0686800000,6302.00,1.350000,"Transit",2016,290.2358630,50.0300654,478.64700000
"Kepler-530 b","Kepler-530",3.01000000,39.30941904000,0.2149100000,5697.00,0.890000,"Transit",2016,283.3402948,48.5490620,457.70900000
"Kepler-292 b","Kepler-292",1.32000000,2.58082700000,0.0350000000,5299.00,0.826000,"Transit",2014,295.7661979,42.4242822,1056.48000000
"Kepler-12 b","Kepler-12",19.66058600,4.43796290000,0.0553000000,5947.00,1.483000,"Transit",2011,286.2434458,50.0403671,881.38600000
"Kepler-1816 b","Kepler-1816",1.96793970,91.50099945000,0.3564700000,5051.00,0.706000,"Transit",2021,296.8509823,50.6987736,437.82300000
"Kepler-1819 b","Kepler-1819",3.90351256,16.48690033000,0.1337000000,6090.00,1.071000,"Transit",2021,296.5600307,46.8574644,1363.19000000
"Kepler-85 d","Kepler-85",1.20000000,17.91323000000,0.1300000000,5436.00,0.893000,"Transit",2014,290.9734395,45.2902761,765.02500000
"TIC 393818343 b","TIC 393818343",12.18416202,16.24921000000,0.1291000000,5756.00,1.086000,"Transit",2024,310.2917002,3.6382967,93.73450000
"TOI-1386 c","TOI-1386",10.30000000,232.00000000000,0.7500000000,5735.00,1.023500,"Radial Velocity",2024,334.5041029,54.3190454,146.85800000
"TOI-178 f","TOI-178",2.41700000,15.23335000000,0.1039000000,4316.00,0.662000,"Transit",2021,7.3020115,-30.4541159,62.69900000
"Kepler-100 e","Kepler-100",5.27000000,60.88858800000,0.3123915860,5884.00,1.500000,"Radial Velocity",2023,291.3861294,41.9901394,304.64500000
"Kepler-357 d","Kepler-357",3.43000000,49.49987500000,0.2460000000,5036.00,0.834000,"Transit",2014,291.2429746,44.0086337,688.57300000
"Kepler-1692 b","Kepler-1692",1.11177184,5.95966000000,0.0646000000,5146.00,0.866139,"Transit",2020,286.9241804,47.0537092,591.01900000
"Kepler-1678 b","Kepler-1678",3.30422249,147.97400000000,0.5302000000,5754.00,0.834976,"Transit",2020,292.5916297,38.3995629,847.33900000
"Kepler-1390 b","Kepler-1390",1.18000000,6.48021673000,0.0662000000,5753.00,0.980000,"Transit",2016,298.6624419,48.2488659,723.43100000
"Kepler-355 b","Kepler-355",1.46000000,11.03189000000,0.1020000000,6184.00,1.066000,"Transit",2014,285.7994917,42.8117427,1432.17000000
"Kepler-331 b","Kepler-331",1.82000000,8.45749600000,0.0650000000,4347.00,0.492000,"Transit",2014,291.8343455,39.3073462,580.11900000
"HS Psc b","HS Psc",13.60000000,3.98600000000,0.0435000000,4203.00,0.650000,"Radial Velocity",2024,24.3473790,26.9528036,37.66040000
"Kepler-350 c","Kepler-350",3.10000000,17.84900000000,0.1385000000,6492.30,1.250000,"Transit",2013,285.4195845,39.7061009,956.85900000
"Kepler-55 c","Kepler-55",2.21000000,42.15164180000,0.2095000000,4362.00,0.580000,"Transit",2012,285.1683291,44.0264898,578.79600000
"HIP 111909 c","HIP 111909",13.90000000,893.63000000000,1.9700000000,4891.00,4.530000,"Radial Velocity",2025,340.0304354,-49.5985391,88.07700000
"2MASS J11011926-7732383 b","2MASS J11011926-7732383",11.90000000,,266.0000000000,,,"Imaging",2024,165.3295388,-77.5440912,
"HIP 77900 b","HIP 77900",12.10000000,,3319.0000000000,13646.00,,"Imaging",2024,238.6253901,-27.3387434,150.86200000
"Kepler-1370 b","Kepler-1370",1.84000000,20.26416840000,0.1576300000,6202.00,1.290000,"Transit",2016,284.5656897,41.7784781,1004.10000000
"Kepler-417 b","Kepler-417",2.31000000,12.33100000000,0.1006000000,5177.00,0.806000,"Transit Timing Variations",2014,293.8241813,42.7796480,973.98900000
"UCAC4 328-061594 b","UCAC4 328-061594",12.10000000,,19000.0000000000,,,"Imaging",2024,152.6991091,-24.4532674,39.90890000
"TOI-1450 A c","TOI-1450 A",1.13000000,5.06880000000,,3437.00,0.483000,"Transit",2024,286.8540627,59.0866254,22.44670000
"TOI-4527.01","TOI-4527",0.90866170,0.39944450000,0.0083323530,3702.00,0.485948,"Transit",2024,19.4722574,5.4711996,18.10370000
"UCAC3 113-933 b","UCAC3 113-933",12.10000000,,6100.0000000000,3864.00,0.564484,"Imaging",2024,5.2758121,-33.8031679,52.58290000
"Kepler-363 c","Kepler-363",1.69000000,7.54242700000,0.0790000000,5593.00,1.485000,"Transit",2014,283.1920779,41.3054172,762.59600000
"Kepler-1032 b","Kepler-1032",1.87000000,3.29011795300,0.0361000000,4647.00,0.710000,"Transit",2016,289.9308779,40.0977109,673.01000000
"HD 48948 b","HD 48948",2.06000000,7.34013000000,0.0652000000,4593.00,0.679000,"Radial Velocity",2024,102.4898110,60.3373133,16.90430000
"HD 48948 d","HD 48948",3.24000000,151.92000000000,0.4894000000,4593.00,0.679000,"Radial Velocity",2024,102.4898110,60.3373133,16.90430000
"Kepler-272 b","Kepler-272",1.43000000,2.97135300000,0.0380000000,5297.00,0.929000,"Transit",2014,299.1275257,47.5938319,889.60800000
"TIC 241249530 b","TIC 241249530",13.29385111,165.77190000000,0.6410000000,6166.00,1.397000,"Transit",2024,95.3088995,53.2950203,324.44800000
"TOI-1294 c","TOI-1294",14.30000000,159.90000000000,0.6100000000,5718.00,1.556600,"Radial Velocity",2024,223.0926408,70.4765573,332.64800000
"Kepler-970 b","Kepler-970",2.60900000,16.73652500000,0.1390000000,4290.00,0.710000,"Transit",2016,289.6252192,40.7087351,331.54500000
"Gaia-4 b","Gaia-4",12.40000000,571.30000000000,,4034.00,0.624000,"Astrometry",2025,209.5063762,31.6954898,73.48290000
"Kepler-1375 b","Kepler-1375",1.74000000,3.30041920000,0.0471000000,6704.00,1.780000,"Transit",2016,296.2935173,43.4032189,1430.84000000
"Kepler-125 c","Kepler-125",0.74000000,5.77446400000,0.0510000000,3810.00,0.512000,"Transit",2014,298.2581101,47.6050031,183.36500000
"Kepler-1130 d","Kepler-1130",0.64472273,4.27225017500,0.0506800000,5450.00,0.842000,"Transit",2021,285.2074210,45.3843330,249.34300000
"HD 152843 b","HD 152843",3.05000000,11.62071000000,0.1049000000,6310.00,1.430000,"Transit",2021,253.7848853,20.4915240,107.89800000
"Barnard c","Barnard's star",0.74300000,4.12440000000,0.0274000000,3195.00,0.185000,"Radial Velocity",2025,269.4486144,4.7379808,1.82655000
"LP 261-75 b","LP 261-75 A",12.10000000,,450.0000000000,3138.00,0.308000,"Imaging",2006,147.7685281,35.9685562,33.92800000
"Kepler-1059 b","Kepler-1059",1.73000000,3.76419104800,0.0440000000,4906.00,0.720000,"Transit",2016,289.2202147,41.7064385,713.16700000
"Kepler-237 b","Kepler-237",1.41000000,4.71510600000,0.0500000000,4861.00,0.725000,"Transit",2014,283.2213438,40.4217620,657.82200000
"TOI-1117 c","TOI-1117",2.91000000,4.57900000000,0.0534000000,5635.00,1.050000,"Radial Velocity",2025,273.6020606,-66.4199742,167.59800000
"NGTS-32 b","NGTS-32",15.91675259,3.31211000000,0.0440000000,5680.00,1.850000,"Transit",2025,223.8576228,-18.4323191,837.45700000
"Kepler-107 c","Kepler-107",1.59700000,4.90145200000,0.0606400000,5854.00,1.447000,"Transit",2014,297.0281620,48.2086019,525.99700000
"Kepler-266 c","Kepler-266",3.89000000,107.72360100000,0.4570000000,5885.00,1.028000,"Transit",2014,294.4843821,44.1669355,1370.79000000
"HD 23079 c","HD 23079",2.80000000,5.74891300000,,5994.00,1.080000,"Radial Velocity",2025,54.9281897,-52.9162344,33.45910000
"HD 196067 c","HD 196067",3.21000000,4.60108800000,,6072.00,1.710000,"Radial Velocity",2025,310.4364195,-75.3514992,39.93460000
"Kepler-107 b","Kepler-107",1.53600000,3.18002180000,0.0454400000,5854.00,1.447000,"Transit",2014,297.0281620,48.2086019,525.99700000
"Kepler-985 b","Kepler-985",2.98000000,116.33190100000,0.4466400000,5434.00,0.850000,"Transit",2016,290.1443390,44.0498808,679.36100000
"Kepler-127 d","Kepler-127",2.64000000,48.63040800000,0.2800000000,6106.00,1.359000,"Transit",2014,285.1899439,46.0280596,352.79400000
"Kepler-275 d","Kepler-275",3.33000000,35.67606200000,0.2240000000,6165.00,1.383000,"Transit",2014,292.4797004,38.5149018,2034.25000000
"Kepler-335 b","Kepler-335",3.39000000,6.56233100000,0.0750000000,5877.00,1.854000,"Transit",2014,296.0642944,45.4285986,1278.97000000
"Kepler-344 b","Kepler-344",2.61000000,21.96394500000,0.1530000000,5774.00,0.976000,"Transit",2014,292.4996101,46.3243406,1002.94000000
"Kepler-969 b","Kepler-969",2.07000000,34.17317140000,0.1972600000,5214.00,0.820000,"Transit",2016,288.3724989,47.9335642,390.35400000
"Kepler-329 c","Kepler-329",1.93000000,18.68473700000,0.1130000000,4257.00,0.523000,"Transit",2014,299.2681646,45.2272852,439.71900000
"Kepler-325 b","Kepler-325",2.91000000,4.54443900000,0.0530000000,5752.00,1.003000,"Transit",2014,289.8354219,49.8256070,823.24200000
"Kepler-1979 b","Kepler-1979",29.33000000,18.50845260000,0.1383000000,5942.00,0.938000,"Transit",2023,289.8429062,38.3096220,1076.27000000
"Kepler-1800 b","Kepler-1800",0.99679734,4.56202983900,0.0509800000,5343.00,2.506000,"Transit",2021,297.6513317,40.3524154,350.45500000
"Kepler-365 b","Kepler-365",2.04000000,10.66490300000,0.0980000000,6012.00,1.048000,"Transit",2014,295.6265640,49.1304110,1038.99000000
"Kepler-1069 b","Kepler-1069",1.60000000,23.89902960000,0.1658700000,5722.00,0.980000,"Transit",2016,290.9792378,47.9889097,695.96700000
"Kepler-345 b","Kepler-345",0.74000000,7.41556300000,0.0660000000,4504.00,0.623000,"Transit",2014,295.2288521,45.9710432,260.00000000
"Kepler-382 c","Kepler-382",1.59000000,12.16270100000,0.0970000000,5600.00,0.945000,"Transit",2014,299.1362435,45.8699582,935.44600000
"Kepler-544 b","Kepler-544",2.12000000,21.41616926000,0.1548200000,6206.00,1.220000,"Transit",2016,294.0290734,39.0517893,963.18000000
"Kepler-1912 b","Kepler-1912",1.35670508,6.05921983700,0.0648900000,5734.00,0.962000,"Transit",2021,282.1178211,46.2239547,297.01700000
"Kepler-240 c","Kepler-240",2.20000000,7.95352800000,0.0740000000,4985.00,0.739000,"Transit",2014,291.1587635,40.7502108,746.92700000
"Kepler-332 c","Kepler-332",1.09000000,15.99562200000,0.1140000000,4955.00,0.720000,"Transit",2014,286.6627811,47.4136938,344.19000000
"HD 190007 b","HD 190007",4.06000000,11.72412800000,0.0920000000,4610.00,0.790000,"Radial Velocity",2020,300.6956339,3.3266992,12.71410000
"WASP-186 b","WASP-186",12.44199000,5.02679900000,0.0600000000,6361.00,1.470000,"Transit",2020,18.9953122,21.6169065,278.51400000
"K2-329 b","K2-329",8.67576600,12.45512250000,0.1016000000,5282.00,0.822000,"Transit",2020,351.1353785,-5.1641451,233.23700000
"Kepler-207 b","Kepler-207",1.57000000,1.61186500000,0.0290000000,5920.00,1.588000,"Transit",2014,290.0305195,42.1660555,875.51900000
"Kepler-219 c","Kepler-219",3.58000000,22.71461300000,0.1650000000,5786.00,1.491000,"Transit",2014,288.7389481,46.7625929,787.07000000
"TOI-4734 b","TOI-4734",10.91754720,6.23563300000,0.0740000000,6070.00,1.857000,"Transit",2025,90.3581219,12.5478825,563.06800000
"Kepler-223 c","Kepler-223",3.44000000,9.84564000000,0.0911700000,5803.00,1.720000,"Transit",2014,298.3183909,47.2794824,1859.71000000
"Kepler-402 e","Kepler-402",1.46000000,11.24286100000,0.1020000000,6090.00,1.264000,"Transit",2014,288.3701976,43.3546109,625.33900000
"Kepler-1895 b","Kepler-1895",2.11934728,6.07029008900,0.0615000000,5076.00,0.763000,"Transit",2021,291.6756005,48.7625419,984.18700000
"Kepler-1909 b","Kepler-1909",1.09217411,2.39160990700,0.0306000000,4935.00,0.685000,"Transit",2021,290.8894090,42.4596251,763.66200000
"Kepler-656 c","Kepler-656",1.41000000,5.25449393000,0.0602000000,5550.00,0.954000,"Transit",2023,288.3278778,47.3815380,890.35200000
"Kepler-1953 b","Kepler-1953",1.28574667,6.24565982800,0.0607000000,4858.00,0.707000,"Transit",2021,287.9680995,46.4705959,605.63100000
"Kepler-168 c","Kepler-168",2.69000000,13.19324200000,0.1160000000,6282.00,1.107000,"Transit",2014,294.7101832,39.8250437,1343.60000000
"Kepler-634 b","Kepler-634",1.89000000,5.16950177000,0.0576500000,6075.00,1.240000,"Transit",2016,291.1950900,40.7027352,888.02700000
"LP 714-47 b","LP 714-47",4.70000000,4.05203700000,0.0417000000,3950.00,0.584000,"Transit",2020,64.1902212,-12.0848643,52.61600000
"TOI-776 b","TOI-776",1.79800000,8.24662000000,0.0653000000,3725.00,0.547000,"Transit",2020,178.5779970,-37.5533568,27.17010000
"K2-111 c","K2-111",3.33000000,15.68050000000,0.1156900000,5775.00,1.250000,"Radial Velocity",2020,59.8903081,21.2985263,200.39400000
"TOI-4773 b","TOI-4773",15.22179579,1.74528510000,0.0321600000,6740.00,1.550000,"Transit",2025,114.9426489,-21.4856184,492.88800000
