pl_name,hostname,pl_rade,pl_orbper,pl_orbsmax,st_teff,st_rad,discoverymethod,disc_year,ra,dec,sy_dist
"Kepler-1167 b","Kepler-1167",1.71000000,1.00393373900,0.0175000000,4971.00,0.750000,"Transit",2016,298.3026595,47.6939654,820.90500000
"Kepler-1740 b","Kepler-1740",3.32321414,8.17240047500,0.0779000000,5705.00,0.905000,"Transit",2021,293.8736630,38.9224548,1061.77000000
"Kepler-1581 b","Kepler-1581",0.80000000,6.28385491000,0.0686500000,6022.00,1.230000,"Transit",2016,287.3713199,39.6036225,493.17500000
"Kepler-644 b","Kepler-644",3.15000000,3.17391710300,0.0464100000,6747.00,1.810000,"Transit",2016,295.4757022,43.4931119,1318.05000000
"Kepler-1752 b","Kepler-1752",4.54060463,56.35850143000,0.2698000000,5446.00,0.821000,"Transit",2021,290.8541401,51.2227435,962.88800000
"Kepler-280 c","Kepler-280",2.01000000,4.80709100000,0.0560000000,5744.00,0.886000,"Transit",2014,291.3905325,42.1804735,780.36100000
"Kepler-1208 b","Kepler-1208",2.32000000,11.08507637000,0.0901000000,5001.00,0.760000,"Transit",2016,291.8812445,44.5557587,825.17600000
"Kepler-263 c","Kepler-263",2.47000000,47.33277300000,0.2420000000,5265.00,0.785000,"Transit",2014,292.4698022,37.5677941,754.74700000
"HD 136352 b","HD 136352",1.66400000,11.57797000000,0.0964000000,5664.00,1.058000,"Radial Velocity",2019,230.4401147,-48.3188174,14.68200000
"Kepler-1101 b","Kepler-1101",2.47000000,81.31510590000,0.3483000000,5614.00,0.910000,"Transit",2016,294.5693544,45.6711623,742.47300000
"HD 168746 b","HD 168746",11.10000000,6.40400000000,0.0700000000,5570.00,1.090000,"Radial Velocity",2002,275.4573269,-11.9229757,41.56810000
"HAT-P-7 b","HAT-P-7",16.92559000,2.20474000000,0.0380900000,6389.00,2.000000,"Transit",2008,292.2471900,47.9695429,341.07900000
"Kepler-560 b","Kepler-560",1.72000000,18.47764449000,0.0899000000,3556.00,0.330000,"Transit",2016,300.2066441,45.0182402,109.30800000
"Kepler-150 d","Kepler-150",2.79000000,12.56093000000,0.1040000000,5560.00,0.939000,"Transit",2014,288.2341025,40.5208970,891.09200000
"Kepler-498 b","Kepler-498",3.03000000,9.61375356000,0.0897000000,5744.00,0.960000,"Transit",2016,290.3581592,44.5187225,938.84400000
"Kepler-817 b","Kepler-817",9.03000000,3.99010622900,0.0493000000,5861.00,1.030000,"Transit",2016,296.0818498,39.1616140,1484.46000000
"Kepler-937 b","Kepler-937",3.72000000,67.66882700000,0.3214000000,6095.00,1.220000,"Transit",2016,294.1688142,46.7146161,1571.46000000
"K2-10 b","K2-10",3.77300000,19.30553000000,0.1370000000,5533.00,0.956000,"Transit",2015,172.1216476,1.6906217,272.36000000
"Kepler-571 b","Kepler-571",2.64000000,4.79859938800,0.0546000000,5527.00,0.900000,"Transit",2016,286.5510448,49.4187310,723.87500000
"Kepler-1458 b","Kepler-1458",2.76000000,47.98727640000,0.2486900000,5653.00,0.940000,"Transit",2016,283.2115971,41.0380135,544.45000000
"K2-335 b","K2-335",2.21000000,12.28321100000,,6222.00,1.330000,"Transit",2021,129.3896679,16.5220648,557.99300000
"Kepler-1600 c","Kepler-1600",1.94206512,7.29804992700,0.0696100000,5119.00,0.834000,"Transit",2021,291.3993802,38.7877563,1030.81000000
"HIP 41378 f","HIP 41378",9.20000000,542.07975000000,,6320.00,1.273000,"Transit",2016,126.6158279,10.0803708,106.28900000
"Kepler-221 d","Kepler-221",2.73000000,10.04156000000,0.0870000000,5243.00,0.821000,"Transit",2014,296.6547477,46.8352242,385.23100000
"Kepler-626 b","Kepler-626",2.29000000,14.48585199000,0.1091300000,5813.00,1.050000,"Transit",2016,288.6986828,39.7082044,635.64300000
"K2-39 b","K2-39",6.27704000,4.60543000000,0.0570800000,4881.00,2.970000,"Transit",2016,338.3682095,-9.0229405,307.47000000
"Kepler-1549 b","Kepler-1549",2.57000000,214.88654500000,0.6687000000,5324.00,0.840000,"Transit",2016,286.0524399,39.0960281,803.05200000
"K2-62 c","K2-62",1.99000000,16.19697000000,0.1148000000,4455.00,0.696000,"Transit",2016,334.3645089,-12.1874776,112.46700000
"Kepler-1149 b","Kepler-1149",1.44000000,3.73089898000,0.0473000000,5833.00,1.010000,"Transit",2016,294.1891824,45.1515263,1217.73000000
"Kepler-1288 b","Kepler-1288",1.12000000,2.76122421000,0.0413500000,6132.00,1.290000,"Transit",2016,285.7135000,41.6058799,814.07800000
"Kepler-128 b","Kepler-128",1.42100000,15.00000000000,0.1254500000,6072.00,1.659000,"Transit",2013,282.4922622,43.9802442,396.37900000
"Kepler-1245 b","Kepler-1245",1.44000000,4.35409304000,0.0484000000,5306.00,0.830000,"Transit",2016,290.7443078,43.2607530,805.93600000
"Kepler-1068 b","Kepler-1068",3.63000000,16.92344113000,0.1303800000,5806.00,1.010000,"Transit",2016,294.6481708,46.3923173,1473.61000000
"Kepler-311 c","Kepler-311",1.43000000,19.73828600000,0.1450000000,5905.00,1.188000,"Transit",2014,282.0612731,47.0854984,778.65400000
"Kepler-150 e","Kepler-150",3.12000000,30.82655700000,0.1890000000,5560.00,0.939000,"Transit",2014,288.2341025,40.5208970,891.09200000
"Kepler-272 c","Kepler-272",1.79000000,6.05734200000,0.0610000000,5297.00,0.929000,"Transit",2014,299.1275257,47.5938319,889.60800000
"Kepler-152 c","Kepler-152",2.39000000,88.25505500000,0.3560000000,5088.00,0.724000,"Transit",2014,286.8653826,41.9889571,441.09000000
"Kepler-1506 b","Kepler-1506",1.32000000,14.03291540000,0.1168000000,5676.00,0.930000,"Transit",2016,290.1498822,41.4645625,2366.02000000
"HAT-P-22 b","HAT-P-22",12.89035000,3.21222000000,0.0414000000,5302.00,1.110000,"Transit",2010,155.6814593,50.1287115,81.76470000
"K2-25 b","K2-25",3.44000000,3.48456408000,0.0287000000,3207.00,0.293200,"Transit",2015,63.2739346,15.2477027,44.95650000
"CoRoT-3 b","CoRoT-3",11.32000000,4.25680000000,0.0578300000,6740.00,1.560000,"Transit",2008,292.0552827,0.1218359,768.77100000
"HD 205739 b","HD 205739",13.60000000,279.80000000000,0.8960000000,6176.00,1.330000,"Radial Velocity",2008,324.5351273,-31.7378373,92.50870000
"NGTS-10 b","NGTS-10",13.50684500,0.76689440000,0.0143000000,4600.00,0.697000,"Transit",2020,91.8722801,-25.5948963,324.69865036
"HD 224693 b","HD 224693",14.00000000,26.69040000000,0.1910000000,5894.00,1.930000,"Radial Velocity",2006,359.9749837,-22.4279999,93.50150000
"HD 156279 b","HD 156279",12.50000000,133.40355000000,0.5020000000,5453.00,0.950000,"Radial Velocity",2011,258.0966686,63.3527828,36.19450000
"HD 12661 b","HD 12661",13.30000000,262.70862000000,0.8400000000,5645.00,1.200000,"Radial Velocity",2000,31.1423525,25.4135632,37.84780000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539",12.90000000,,55.0000000000,2825.00,0.218870,"Imaging",2004,181.8890906,-39.5484399,64.30800000
"HD 16417 b","HD 16417",5.00000000,17.24000000000,0.1400000000,5841.00,1.639984,"Radial Velocity",2008,39.2441029,-34.5790905,25.39360000
"HD 19994 b","HD 19994",13.60000000,466.20000000000,1.3050000000,6188.00,1.796470,"Radial Velocity",2003,48.1943193,-1.1963955,22.52420000
"61 Vir b","61 Vir",2.11000000,4.21500000000,0.0502010000,5577.00,0.963000,"Radial Velocity",2009,199.5964550,-18.3157745,8.50332000
"HD 156279 c","HD 156279",12.50000000,4818.25358000000,5.4860000000,5453.00,0.950000,"Radial Velocity",2018,258.0966686,63.3527828,36.19450000
"GJ 179 b","GJ 179",13.80000000,2288.00000000000,2.4100000000,3370.00,0.380000,"Radial Velocity",2009,73.0245495,6.4752347,12.35600000
"GQ Lup b","GQ Lup",33.60000000,,100.0000000000,4360.00,1.941530,"Imaging",2004,237.3003643,-35.6515055,151.16900000
"GJ 832 b","GJ 832",13.80000000,3853.00000000000,3.7000000000,3472.00,0.441557,"Radial Velocity",2008,323.3912616,-49.0125169,4.96435000
"HD 37605 b","HD 37605",13.20000000,55.01292000000,0.2770000000,5329.00,0.910000,"Radial Velocity",2004,85.0074276,6.0595116,46.78640000
"HD 33283 b","HD 33283",12.50000000,18.19910000000,0.1508000000,5935.00,1.970000,"Radial Velocity",2006,77.0044889,-26.7976689,89.86230000
"Kepler-4 b","Kepler-4",4.00200000,3.21346000000,0.0456000000,5857.00,1.487000,"Transit",2009,285.6154492,50.1357712,487.91600000
"HD 9446 b","HD 9446",14.00000000,30.05200000000,0.1890000000,5793.00,1.000000,"Radial Velocity",2009,23.3350424,29.2649187,50.35030000
"61 Vir c","61 Vir",4.46000000,38.02100000000,0.2175000000,5577.00,0.963000,"Radial Velocity",2009,199.5964550,-18.3157745,8.50332000
"61 Vir d","61 Vir",5.11000000,123.01000000000,0.4760000000,5577.00,0.963000,"Radial Velocity",2009,199.5964550,-18.3157745,8.50332000
"HD 134987 c","HD 134987",13.90000000,5000.00000000000,5.8000000000,5585.00,1.250000,"Radial Velocity",2009,228.3675397,-25.3096721,26.18040000
"HD 110014 b","HD 110014",12.40000000,835.47700000000,2.1400000000,4445.00,20.900000,"Radial Velocity",2009,189.8111935,-7.9956702,100.75800000
"HD 79498 b","HD 79498",13.60000000,1807.00000000000,2.9800000000,5748.00,1.050000,"Radial Velocity",2011,138.7885794,23.3748792,48.94890000
"WASP-43 b","WASP-43",10.42400000,0.81347500000,0.0142000000,4400.00,0.600000,"Transit",2011,154.9081869,-9.8064431,86.74670000
"HD 45652 b","HD 45652",14.30000000,44.07300000000,0.2370000000,5294.00,0.940000,"Radial Velocity",2008,97.3058709,10.9336212,34.85410000
"HIP 79431 b","HIP 79431",13.40000000,111.70000000000,0.3600000000,3191.00,0.478625,"Radial Velocity",2009,243.1742467,-18.8764247,14.53240000
"HD 3167 b","HD 3167",1.67000000,0.95964100000,0.0179600000,5261.00,0.880000,"Transit",2016,8.7401487,4.3807215,47.28990000
"GJ 876 b","GJ 876",13.30000000,61.11660000000,0.2083170000,3293.74,0.300000,"Radial Velocity",1998,343.3239737,-14.2665958,4.67517000
"HD 114783 c","HD 114783",13.40000000,4352.00000000000,5.0000000000,5135.00,0.840622,"Radial Velocity",2018,198.1818436,-2.2649921,21.06280000
"HD 47186 c","HD 47186",13.00000000,1353.60000000000,2.3950000000,5657.00,1.080000,"Radial Velocity",2008,99.0367212,-27.6234285,37.45740000
"HD 114783 b","HD 114783",13.70000000,493.70000000000,1.1600000000,5135.00,0.840622,"Radial Velocity",2001,198.1818436,-2.2649921,21.06280000
"HD 148156 b","HD 148156",13.90000000,1027.00000000000,2.4500000000,6308.00,1.210000,"Radial Velocity",2009,247.0723035,-46.3175085,57.12890000
"HD 12661 c","HD 12661",13.20000000,1708.00000000000,2.8145000000,5748.00,1.110000,"Radial Velocity",2002,31.1423525,25.4135632,37.84780000
"HIP 14810 c","HIP 14810",13.60000000,147.74700000000,0.5490000000,5544.00,1.070000,"Radial Velocity",2006,47.8092750,21.0971302,50.48000000
"HIP 14810 b","HIP 14810",13.00000000,6.67389200000,0.0696000000,5544.00,1.070000,"Radial Velocity",2005,47.8092750,21.0971302,50.48000000
"GJ 876 d","GJ 876",2.51000000,1.93778000000,0.0208066500,3293.74,0.300000,"Radial Velocity",2005,343.3239737,-14.2665958,4.67517000
"GJ 876 e","GJ 876",3.92000000,124.26000000000,0.3343000000,3293.74,0.300000,"Radial Velocity",2010,343.3239737,-14.2665958,4.67517000
"gam1 Leo b","gam1 Leo",12.50000000,428.50000000000,1.1900000000,4330.00,31.880000,"Radial Velocity",2009,154.9932080,19.8413890,39.88830000
"HD 156411 b","HD 156411",14.00000000,842.20000000000,1.8800000000,5900.00,2.160000,"Radial Velocity",2009,259.9639522,-48.5502313,56.86550000
"HD 8535 b","HD 8535",14.00000000,1313.00000000000,2.4500000000,6136.00,1.190000,"Radial Velocity",2010,20.9054804,-41.2701007,55.44010000
"HD 37605 c","HD 37605",13.10000000,2720.00000000000,3.7400000000,5329.00,0.910000,"Radial Velocity",2012,85.0074276,6.0595116,46.78640000
"K2-138 c","K2-138",2.29900000,3.56004000000,0.0446100000,5356.30,0.863000,"Transit",2017,348.9490311,-10.8497391,202.58500000
"HD 1605 c","HD 1605",13.00000000,2149.00000000000,3.5840000000,4915.00,3.490000,"Radial Velocity",2015,5.1317548,30.9750611,88.80470000
"HAT-P-18 b","HAT-P-18",11.15300000,5.50802300000,0.0559000000,4803.00,0.749000,"Transit",2010,256.3463760,33.0123251,161.40000000
"WASP-31 b","WASP-31",17.36300000,3.40590960000,0.0465900000,6302.00,1.252000,"Transit",2010,169.4388603,-19.0547781,383.82900000
"BD+20 2457 b","BD+20 2457",12.10000000,379.63000000000,1.4500000000,4137.00,49.000000,"Radial Velocity",2009,154.1867820,19.8912626,1539.71000000
"HD 240210 b","HD 240210",12.80000000,501.75000000000,1.1600000000,4297.00,25.456816,"Radial Velocity",2009,347.6219227,57.0294818,372.40500000
"CoRoT-17 b","CoRoT-17",11.43000000,3.76810000000,0.0461000000,5740.00,1.590000,"Transit",2011,278.6992360,-6.6122880,1176.12000000
"HD 132563 b","HD 132563",13.60000000,1544.00000000000,2.6200000000,6289.00,1.295770,"Radial Velocity",2011,224.5892892,44.0428571,105.15500000
"HD 55696 b","HD 55696",12.90000000,1827.00000000000,3.1800000000,6012.00,1.520000,"Radial Velocity",2018,108.0622029,-38.1746390,77.96930000
"HD 148164 b","HD 148164",13.70000000,328.55000000000,0.9930000000,6032.00,1.340000,"Radial Velocity",2018,246.4351678,11.9190729,77.19710000
"24 Sex c","24 Sex",13.90000000,883.00000000000,2.0800000000,5098.00,4.900000,"Radial Velocity",2010,155.8684866,-0.9023998,72.06910000
"K2-138 f","K2-138",2.90400000,12.75758000000,0.1044700000,5356.30,0.863000,"Transit",2017,348.9490311,-10.8497391,202.58500000
"CoRoT-5 b","CoRoT-5",15.55800000,4.03789620000,0.0494700000,6100.00,1.186000,"Transit",2009,101.2772396,0.8152163,882.47200000
"HD 192310 c","HD 192310",5.25000000,525.80000000000,1.1800000000,5166.00,0.857922,"Radial Velocity",2011,303.8284712,-27.0337556,8.79687000
"HD 22781 b","HD 22781",12.30000000,528.07000000000,1.1670000000,5027.00,0.743475,"Radial Velocity",2011,55.2065581,31.8258855,32.60340000
"HD 68988 b","HD 68988",13.40000000,6.27711000000,0.0700000000,5932.00,1.190000,"Radial Velocity",2001,124.5935429,61.4608518,60.84470000
"HD 148164 c","HD 148164",12.80000000,5062.00000000000,6.1500000000,6032.00,1.340000,"Radial Velocity",2018,246.4351678,11.9190729,77.19710000
"HD 29985 b","HD 29985",12.80000000,20608.14049000000,13.3900000000,4678.00,0.574666,"Radial Velocity",2022,70.5216589,-33.9210696,31.27070000
"HD 221416 b","HD 221416",9.17000000,14.27670000000,0.1228000000,5080.00,2.943000,"Transit",2019,353.0331863,-21.8012007,95.54830000
"HD 3167 c","HD 3167",3.00000000,29.84540000000,0.1776000000,5261.00,0.880000,"Transit",2016,8.7401487,4.3807215,47.28990000
"HD 90156 b","HD 90156",4.43000000,49.77000000000,0.2500000000,5599.00,0.920286,"Radial Velocity",2009,155.9801144,-29.6451030,21.94960000
"KOI-217 b","KOI-217",12.44200000,3.90512000000,0.0477000000,5545.00,0.860000,"Transit",2010,294.8654667,46.2858128,914.69900000
"HD 45350 b","HD 45350",13.50000000,963.60000000000,1.9200000000,5566.00,1.264420,"Radial Velocity",2004,97.1902262,38.9627315,46.87330000
"WASP-10 b","WASP-10",12.10600000,3.09276160000,0.0378100000,4675.00,0.698000,"Transit",2008,348.9930457,31.4627508,140.99800000
"Kepler-14 b","Kepler-14",12.73300000,6.79012300000,0.0771000000,6395.00,2.048000,"Transit",2011,287.7088140,47.3330500,798.00000000
"MOA-2009-BLG-266L b","MOA-2009-BLG-266L",3.21000000,2800.00000000000,3.2000000000,,,"Microlensing",2011,267.0081250,-35.0054111,3040.00000000
"Kepler-15 b","Kepler-15",10.76000000,4.94278200000,0.0571400000,5515.00,0.992000,"Transit",2011,296.2005506,49.1400304,739.41200000
"Kepler-595 c","Kepler-595",1.00900000,12.38602000000,0.0983000000,5138.50,0.821000,"Transit",2020,294.5703593,50.6730147,643.00900000
"Kepler-595 b","Kepler-595",3.70800000,25.30290920000,0.1582000000,5138.50,0.821000,"Transit",2016,294.5703593,50.6730147,643.00900000
"HD 177830 c","HD 177830",7.87000000,110.90000000000,0.5137000000,4949.00,2.620000,"Radial Velocity",2010,286.3363574,25.9204327,62.76740000
"ups And c","ups And",12.30000000,241.25800000000,0.8277740000,6156.77,1.560000,"Radial Velocity",1999,24.1983534,41.4038147,13.40540000
"OGLE-TR-111 b","OGLE-TR-111",11.42197100,4.01444630000,0.0473000000,5040.00,0.830000,"Transit",2004,163.3241150,-61.4056976,1068.33000000
"Kepler-17 b","Kepler-17",14.68000000,1.48571080000,0.0259100000,5781.00,1.010340,"Transit",2011,298.3952437,47.8149865,720.75300000
"CoRoT-18 b","CoRoT-18",14.68000000,1.90006930000,0.0295000000,5440.00,1.000000,"Transit",2011,98.1724172,-0.0316045,764.88900000
"HD 192310 b","HD 192310",4.27000000,74.72000000000,0.3200000000,5166.00,0.857922,"Radial Velocity",2011,303.8284712,-27.0337556,8.79687000
"PSR B1257+12 b","PSR B1257+12",0.33800000,25.26200000000,0.1900000000,,,"Pulsar Timing",1994,195.0149029,12.6823534,600.00000000
"PSR B1257+12 d","PSR B1257+12",1.80000000,98.21140000000,0.4600000000,,,"Pulsar Timing",1992,195.0149029,12.6823534,600.00000000
"ups And d","ups And",12.50000000,1276.46000000000,2.5132900000,6156.77,1.560000,"Radial Velocity",1999,24.1983534,41.4038147,13.40540000
"MOA-2007-BLG-192L b","MOA-2007-BLG-192L",1.63000000,,0.6200000000,,,"Microlensing",2008,272.0158250,-27.1500750,1000.00000000
"Kepler-40 b","Kepler-40",13.11000000,6.87349000000,0.0800000000,6510.00,2.130000,"Transit",2010,296.8136883,47.5265446,2305.01000000
"TOI-756 b","TOI-756",2.81000000,1.23924950000,0.0180000000,3657.00,0.505000,"Transit",2025,192.1037380,-45.4704709,86.17590000
"HD 107148 b","HD 107148",9.60000000,48.05600000000,0.2690000000,5797.00,1.169193,"Radial Velocity",2005,184.8059773,-3.3199927,49.41560000
"SWEEPS-11 b","SWEEPS-11",12.66600000,1.79600000000,0.0300000000,,1.450000,"Transit",2006,269.7583333,-29.1981944,8500.00000000
"OGLE-TR-211 b","OGLE-TR-211",15.24400000,3.67724000000,0.0510000000,6325.00,1.640000,"Transit",2007,160.0598236,-62.4555353,1515.26000000
"Lupus-TR-3 b","Lupus-TR-3",9.97600000,3.91405000000,0.0464000000,5000.00,0.820000,"Transit",2007,232.5774696,-42.9799461,773.40900000
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",2.21000000,3285.00000000000,2.6000000000,,,"Microlensing",2005,268.5799580,-30.3773056,6600.00000000
"HN Peg b","HN Peg",11.77680000,,773.0000000000,6186.00,1.006954,"Imaging",2006,326.1315705,14.7714524,18.11860000
"HD 102365 b","HD 102365",4.14000000,122.10000000000,0.4600000000,5630.00,0.951380,"Radial Velocity",2010,176.6208003,-40.4986211,9.28940000
"MOA-2009-BLG-387L b","MOA-2009-BLG-387L",13.20000000,1980.00000000000,1.8000000000,,,"Microlensing",2010,268.4616250,-33.9903333,5690.00000000
"GJ 674 b","GJ 674",3.33000000,4.69380000000,0.0390000000,3600.00,0.364630,"Radial Velocity",2007,262.1700476,-46.8989826,4.54896000
"WASP-96 b","WASP-96",13.45000000,3.42526020000,0.0453000000,5540.00,1.050000,"Transit",2014,1.0465696,-47.3606352,352.46400000
"HD 69830 c","HD 69830",3.46000000,31.56000000000,0.1860000000,5385.00,0.886947,"Radial Velocity",2006,124.6010091,-12.6364246,12.55910000
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",12.60000000,,15.0000000000,2936.00,0.231916,"Imaging",2010,70.4371079,23.0308544,120.42398696
"WASP-21 b","WASP-21",11.99000000,4.32248200000,0.0520000000,5800.00,1.060000,"Transit",2010,347.4928024,18.3961597,258.42600000
"GJ 3634 b","GJ 3634",2.83000000,2.64561000000,0.0287000000,3517.00,0.430000,"Radial Velocity",2010,164.6433493,-31.1443383,20.37790000
"HAT-P-4 b","HAT-P-4",14.28000000,3.05653600000,0.0443800000,5860.00,1.596000,"Transit",2007,229.9912200,36.2295450,320.45100000
"OGLE-TR-10 b","OGLE-TR-10",14.01100000,3.10127800000,0.0434000000,5950.00,1.170000,"Transit",2004,267.8677483,-29.8764758,1344.97000000
"TOI-178 g","TOI-178",2.93900000,20.71663000000,0.1275000000,4316.00,0.662000,"Transit",2021,7.3020115,-30.4541159,62.69900000
"TOI-178 e","TOI-178",2.30100000,9.96318000000,0.0783000000,4316.00,0.662000,"Transit",2021,7.3020115,-30.4541159,62.69900000
"HD 27442 b","HD 27442",13.50000000,428.10000000000,1.2710000000,4846.00,3.180000,"Radial Velocity",2000,64.1205476,-59.3028771,18.27040000
"HD 69830 d","HD 69830",4.45000000,197.00000000000,0.6300000000,5385.00,0.886947,"Radial Velocity",2006,124.6010091,-12.6364246,12.55910000
"GJ 3021 b","GJ 3021",13.10000000,133.71000000000,0.4900000000,5540.00,0.900000,"Radial Velocity",2000,4.0634323,-79.8514218,17.55590000
"CoRoT-8 b","CoRoT-8",6.39000000,6.21229000000,0.0630000000,5080.00,0.770000,"Transit",2010,291.5885696,1.4262972,322.03700000
"OGLE-TR-113 b","OGLE-TR-113",12.25100000,1.43247520000,0.0228900000,4790.00,0.774000,"Transit",2004,163.1010355,-61.4468591,566.45900000
"HD 46375 b","HD 46375",10.00000000,3.02357300000,0.0398000000,5285.00,0.914196,"Radial Velocity",2000,98.3030763,5.4625071,29.55290000
"HD 147513 b","HD 147513",13.70000000,528.40000000000,1.3200000000,5883.00,0.980000,"Radial Velocity",2003,246.0057894,-39.1929661,12.90320000
"HD 221287 b","HD 221287",13.10000000,456.10000000000,1.2500000000,6304.00,1.138640,"Radial Velocity",2007,352.8362230,-58.2097540,55.92310000
"HD 33564 b","HD 33564",12.50000000,388.00000000000,1.1000000000,6250.00,1.436700,"Radial Velocity",2005,80.6378979,79.2318488,20.95310000
"CoRoT-11 b","CoRoT-11",16.03000000,2.99433000000,0.0436000000,6440.00,1.370000,"Transit",2010,280.6872998,5.9376586,655.03700000
"K2-138 g","K2-138",3.01300000,41.96797000000,0.2310900000,5356.30,0.863000,"Transit",2021,348.9490311,-10.8497391,202.58500000
"CoRoT-12 b","CoRoT-12",16.14000000,2.82804200000,0.0401600000,5675.00,1.116000,"Transit",2010,100.7656871,-1.2964437,1126.37000000
"HAT-P-28 b","HAT-P-28",13.58500000,3.25721500000,0.0434000000,5680.00,1.103000,"Transit",2011,13.0009159,34.7284020,401.31900000
"HD 129445 b","HD 129445",13.30000000,1840.00000000000,2.9000000000,5646.00,1.175816,"Radial Velocity",2009,221.5104196,-68.7629901,67.43860000
"Kepler-419 c","Kepler-419",12.60000000,675.47000000000,1.6800000000,6430.00,1.740000,"Transit Timing Variations",2014,295.4179125,51.1847629,1011.36000000
"GJ 3470 b","GJ 3470",4.57000000,3.33664960000,0.0355000000,3600.00,0.547000,"Radial Velocity",2012,119.7735021,15.3912090,29.42140000
"51 Eri b","51 Eri",,9100.00000000000,10.4000000000,7295.00,1.487260,"Imaging",2015,69.4007424,-2.4738245,29.75750000
"HD 70573 b","HD 70573",12.80000000,851.80000000000,1.7600000000,5737.00,0.976919,"Radial Velocity",2007,125.7079153,1.8591088,59.18200000
"HD 47536 b","HD 47536",12.60000000,712.13000000000,1.9300000000,4380.00,23.470000,"Radial Velocity",2002,99.4489580,-32.3394531,122.53600000
"CoRoT-13 b","CoRoT-13",9.92000000,4.03519000000,0.0510000000,5945.00,1.010000,"Transit",2010,102.7211432,-5.0864557,1148.93000000
"CoRoT-14 b","CoRoT-14",12.22000000,1.51214000000,0.0270000000,6035.00,1.210000,"Transit",2010,103.4242023,-5.5360385,1744.60000000
"47 UMa c","47 UMa",14.20000000,2391.00000000000,3.6000000000,5872.00,1.213340,"Radial Velocity",2001,164.8647611,40.4304931,13.79670000
"47 UMa b","47 UMa",13.20000000,1078.00000000000,2.1000000000,5872.00,1.213340,"Radial Velocity",1996,164.8647611,40.4304931,13.79670000
"47 UMa d","47 UMa",13.50000000,14002.00000000000,11.6000000000,5872.00,1.213340,"Radial Velocity",2009,164.8647611,40.4304931,13.79670000
"MOA-2008-BLG-310L b","MOA-2008-BLG-310L",5.18000000,,1.1000000000,,,"Microlensing",2009,268.5605420,-34.7780528,7700.00000000
"Kepler-419 b","Kepler-419",10.80000000,69.75460000000,0.3700000000,6430.00,1.740000,"Transit",2014,295.4179125,51.1847629,1011.36000000
"HD 24040 b","HD 24040",12.90000000,3668.00000000000,4.9200000000,5802.00,1.300000,"Radial Velocity",2006,57.5962104,17.4752873,46.62240000
"K2-138 e","K2-138",3.39000000,8.26146000000,0.0782000000,5356.30,0.863000,"Transit",2017,348.9490311,-10.8497391,202.58500000
"HD 11964 c","HD 11964",5.38000000,37.91000000000,0.2290000000,5303.00,2.009710,"Radial Velocity",2008,29.2884252,-10.2434693,33.53690000
"CoRoT-6 b","CoRoT-6",13.06800000,8.88659300000,0.0855000000,6090.00,1.025000,"Transit",2009,281.0725563,6.6632062,645.29400000
"HAT-P-2 b","HAT-P-2",10.65975900,5.63351580000,0.0681400000,6380.00,1.390000,"Transit",2007,245.1514324,41.0479601,127.77400000
"Kepler-59 c","Kepler-59",1.98000000,17.98012350000,0.1311400000,6074.00,0.940000,"Transit",2012,287.0394932,46.6401677,1163.22000000
"Kepler-58 c","Kepler-58",2.86000000,15.57415680000,0.1230700000,5843.00,1.030000,"Transit",2012,296.3586251,39.1152033,969.25200000
"HD 154857 c","HD 154857",13.20000000,3452.00000000000,5.3600000000,5605.00,1.760000,"Radial Velocity",2014,257.8161940,-56.6810380,63.44820000
"GJ 357 d","GJ 357",2.34000000,55.66100000000,0.2040000000,3505.00,0.337000,"Radial Velocity",2019,144.0074644,-21.6650634,9.44181000
"Kepler-51 c","Kepler-51",9.00000000,85.31200000000,0.3840000000,6018.00,0.940000,"Transit",2012,296.4797624,49.9376486,783.83100000
"BD-210397 c","BD-210397",12.90000000,6240.00000000000,5.9000000000,4051.00,0.747000,"Radial Velocity",2023,33.3024198,-21.1962147,23.73240000
"Kepler-62 c","Kepler-62",0.54000000,12.44170000000,0.0929000000,4925.00,0.640000,"Transit",2013,283.2125621,45.3496992,300.87400000
"Kepler-62 b","Kepler-62",1.31000000,5.71493200000,0.0553000000,4925.00,0.640000,"Transit",2013,283.2125621,45.3496992,300.87400000
"CHXR 73 b","CHXR 73",12.30000000,,210.0000000000,3099.00,,"Imaging",2006,166.6193985,-77.6258725,190.37400000
"FU Tau b","FU Tau",12.20000000,,800.0000000000,2838.00,,"Imaging",2008,65.8974962,25.0506711,133.49504660
"GJ 667 C b","GJ 667 C",2.25000000,7.20300000000,0.0504310000,3350.00,,"Radial Velocity",2012,259.7510609,-34.9977651,7.24396000
"HD 168443 c","HD 168443",12.20000000,1753.10960000000,2.8420000000,5491.00,1.711479,"Radial Velocity",2000,275.0159879,-9.5966905,39.62450000
"Kepler-59 b","Kepler-59",1.10000000,11.86817070000,0.0994300000,6074.00,0.940000,"Transit",2012,287.0394932,46.6401677,1163.22000000
"Kepler-53 b","Kepler-53",2.89000000,18.64895250000,0.1361000000,5858.00,0.890000,"Transit",2012,290.4617926,40.5624966,1366.07000000
"HD 82943 c","HD 82943",13.40000000,220.07800000000,0.7434500000,5935.00,1.182600,"Radial Velocity",2003,143.7114034,-12.1302976,27.59020000
